frame_index,filename,timestamp_seconds,timestamp_clock,segment,script_text
95,frame_000095_00-01-34-000.jpg,94.000,00:01:34.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
96,frame_000096_00-01-35-000.jpg,95.000,00:01:35.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
97,frame_000097_00-01-36-000.jpg,96.000,00:01:36.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
98,frame_000098_00-01-37-000.jpg,97.000,00:01:37.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
99,frame_000099_00-01-38-000.jpg,98.000,00:01:38.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
100,frame_000100_00-01-39-000.jpg,99.000,00:01:39.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
101,frame_000101_00-01-40-000.jpg,100.000,00:01:40.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
102,frame_000102_00-01-41-000.jpg,101.000,00:01:41.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
103,frame_000103_00-01-42-000.jpg,102.000,00:01:42.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
104,frame_000104_00-01-43-000.jpg,103.000,00:01:43.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
105,frame_000105_00-01-44-000.jpg,104.000,00:01:44.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
106,frame_000106_00-01-45-000.jpg,105.000,00:01:45.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
107,frame_000107_00-01-46-000.jpg,106.000,00:01:46.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
108,frame_000108_00-01-47-000.jpg,107.000,00:01:47.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
109,frame_000109_00-01-48-000.jpg,108.000,00:01:48.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
110,frame_000110_00-01-49-000.jpg,109.000,00:01:49.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
111,frame_000111_00-01-50-000.jpg,110.000,00:01:50.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
112,frame_000112_00-01-51-000.jpg,111.000,00:01:51.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
113,frame_000113_00-01-52-000.jpg,112.000,00:01:52.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
114,frame_000114_00-01-53-000.jpg,113.000,00:01:53.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
115,frame_000115_00-01-54-000.jpg,114.000,00:01:54.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
116,frame_000116_00-01-55-000.jpg,115.000,00:01:55.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
117,frame_000117_00-01-56-000.jpg,116.000,00:01:56.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
118,frame_000118_00-01-57-000.jpg,117.000,00:01:57.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
119,frame_000119_00-01-58-000.jpg,118.000,00:01:58.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
120,frame_000120_00-01-59-000.jpg,119.000,00:01:59.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
121,frame_000121_00-02-00-000.jpg,120.000,00:02:00.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
122,frame_000122_00-02-01-000.jpg,121.000,00:02:01.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
123,frame_000123_00-02-02-000.jpg,122.000,00:02:02.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
124,frame_000124_00-02-03-000.jpg,123.000,00:02:03.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
125,frame_000125_00-02-04-000.jpg,124.000,00:02:04.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
126,frame_000126_00-02-05-000.jpg,125.000,00:02:05.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
127,frame_000127_00-02-06-000.jpg,126.000,00:02:06.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
128,frame_000128_00-02-07-000.jpg,127.000,00:02:07.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
129,frame_000129_00-02-08-000.jpg,128.000,00:02:08.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
130,frame_000130_00-02-09-000.jpg,129.000,00:02:09.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
131,frame_000131_00-02-10-000.jpg,130.000,00:02:10.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
132,frame_000132_00-02-11-000.jpg,131.000,00:02:11.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
133,frame_000133_00-02-12-000.jpg,132.000,00:02:12.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
134,frame_000134_00-02-13-000.jpg,133.000,00:02:13.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
135,frame_000135_00-02-14-000.jpg,134.000,00:02:14.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
136,frame_000136_00-02-15-000.jpg,135.000,00:02:15.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
137,frame_000137_00-02-16-000.jpg,136.000,00:02:16.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
138,frame_000138_00-02-17-000.jpg,137.000,00:02:17.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
139,frame_000139_00-02-18-000.jpg,138.000,00:02:18.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
140,frame_000140_00-02-19-000.jpg,139.000,00:02:19.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
141,frame_000141_00-02-20-000.jpg,140.000,00:02:20.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
142,frame_000142_00-02-21-000.jpg,141.000,00:02:21.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
143,frame_000143_00-02-22-000.jpg,142.000,00:02:22.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
144,frame_000144_00-02-23-000.jpg,143.000,00:02:23.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
145,frame_000145_00-02-24-000.jpg,144.000,00:02:24.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
146,frame_000146_00-02-25-000.jpg,145.000,00:02:25.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
147,frame_000147_00-02-26-000.jpg,146.000,00:02:26.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
148,frame_000148_00-02-27-000.jpg,147.000,00:02:27.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
149,frame_000149_00-02-28-000.jpg,148.000,00:02:28.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
150,frame_000150_00-02-29-000.jpg,149.000,00:02:29.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
151,frame_000151_00-02-30-000.jpg,150.000,00:02:30.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
152,frame_000152_00-02-31-000.jpg,151.000,00:02:31.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
153,frame_000153_00-02-32-000.jpg,152.000,00:02:32.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
154,frame_000154_00-02-33-000.jpg,153.000,00:02:33.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
155,frame_000155_00-02-34-000.jpg,154.000,00:02:34.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
156,frame_000156_00-02-35-000.jpg,155.000,00:02:35.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
157,frame_000157_00-02-36-000.jpg,156.000,00:02:36.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
158,frame_000158_00-02-37-000.jpg,157.000,00:02:37.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
159,frame_000159_00-02-38-000.jpg,158.000,00:02:38.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
160,frame_000160_00-02-39-000.jpg,159.000,00:02:39.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
161,frame_000161_00-02-40-000.jpg,160.000,00:02:40.000,Hình ảnh cần giữ trong đầu: mũi tên gốc tại origin,"Vector addition and multiplication by numbers play an important role throughout linear algebra. Settle on a specific thought: whenever I introduce a new topic involving vectors, first think about an arrow, inside a coordinate system like the x-y plane, with its tail sitting at the origin."
162,frame_000162_00-02-41-000.jpg,161.000,00:02:41.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
163,frame_000163_00-02-42-000.jpg,162.000,00:02:42.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
164,frame_000164_00-02-43-000.jpg,163.000,00:02:43.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
165,frame_000165_00-02-44-000.jpg,164.000,00:02:44.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
166,frame_000166_00-02-45-000.jpg,165.000,00:02:45.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
167,frame_000167_00-02-46-000.jpg,166.000,00:02:46.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
168,frame_000168_00-02-47-000.jpg,167.000,00:02:47.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
169,frame_000169_00-02-48-000.jpg,168.000,00:02:48.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
170,frame_000170_00-02-49-000.jpg,169.000,00:02:49.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
171,frame_000171_00-02-50-000.jpg,170.000,00:02:50.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
172,frame_000172_00-02-51-000.jpg,171.000,00:02:51.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
173,frame_000173_00-02-52-000.jpg,172.000,00:02:52.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
174,frame_000174_00-02-53-000.jpg,173.000,00:02:53.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
175,frame_000175_00-02-54-000.jpg,174.000,00:02:54.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
176,frame_000176_00-02-55-000.jpg,175.000,00:02:55.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
177,frame_000177_00-02-56-000.jpg,176.000,00:02:56.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
178,frame_000178_00-02-57-000.jpg,177.000,00:02:57.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
179,frame_000179_00-02-58-000.jpg,178.000,00:02:58.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
180,frame_000180_00-02-59-000.jpg,179.000,00:02:59.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
181,frame_000181_00-03-00-000.jpg,180.000,00:03:00.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
182,frame_000182_00-03-01-000.jpg,181.000,00:03:01.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
183,frame_000183_00-03-02-000.jpg,182.000,00:03:02.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
184,frame_000184_00-03-03-000.jpg,183.000,00:03:03.000,Khác biệt với Vật lý: vector luôn gốc ở origin,"This is a little different from the physics perspective, where vectors can sit anywhere. In linear algebra, it's almost always the case that your vector will be rooted at the origin. Once you understand a concept with arrows in space, we'll translate it to the list-of-numbers view by considering the coordinates of the vector."
