frame_index,filename,timestamp_seconds,timestamp_clock,segment,script_text
86,frame_000086_00-01-25-000.jpg,85.000,00:01:25.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
87,frame_000087_00-01-26-000.jpg,86.000,00:01:26.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
88,frame_000088_00-01-27-000.jpg,87.000,00:01:27.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
89,frame_000089_00-01-28-000.jpg,88.000,00:01:28.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
90,frame_000090_00-01-29-000.jpg,89.000,00:01:29.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
91,frame_000091_00-01-30-000.jpg,90.000,00:01:30.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
92,frame_000092_00-01-31-000.jpg,91.000,00:01:31.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
93,frame_000093_00-01-32-000.jpg,92.000,00:01:32.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
94,frame_000094_00-01-33-000.jpg,93.000,00:01:33.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
95,frame_000095_00-01-34-000.jpg,94.000,00:01:34.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
96,frame_000096_00-01-35-000.jpg,95.000,00:01:35.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
97,frame_000097_00-01-36-000.jpg,96.000,00:01:36.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
98,frame_000098_00-01-37-000.jpg,97.000,00:01:37.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
99,frame_000099_00-01-38-000.jpg,98.000,00:01:38.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
100,frame_000100_00-01-39-000.jpg,99.000,00:01:39.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
101,frame_000101_00-01-40-000.jpg,100.000,00:01:40.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
102,frame_000102_00-01-41-000.jpg,101.000,00:01:41.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
103,frame_000103_00-01-42-000.jpg,102.000,00:01:42.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
104,frame_000104_00-01-43-000.jpg,103.000,00:01:43.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
105,frame_000105_00-01-44-000.jpg,104.000,00:01:44.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
106,frame_000106_00-01-45-000.jpg,105.000,00:01:45.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
107,frame_000107_00-01-46-000.jpg,106.000,00:01:46.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
108,frame_000108_00-01-47-000.jpg,107.000,00:01:47.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
109,frame_000109_00-01-48-000.jpg,108.000,00:01:48.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
110,frame_000110_00-01-49-000.jpg,109.000,00:01:49.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
111,frame_000111_00-01-50-000.jpg,110.000,00:01:50.000,Phần 1: Số âm từng bị coi là vô lý,"Số âm không phải lúc nào cũng được coi là số. Việc bạn thấy nó tự nhiên hôm nay phần lớn vì được dạy thế từ bé. Người Hy Lạp cổ nghĩ về toán qua hình học mà độ dài hay diện tích thì không thể âm. Diophantus thế kỷ 3, khi gặp phương trình có nghiệm âm thì coi là vô lý và bỏ qua. Phải đến thế kỷ 7 ở Ấn Độ, Brahmagupta mới viết rõ quy tắc nhân chia với tài sản và nợ - trong đó có 'nợ nhân nợ ra tài sản'. Nhưng ông giải thích bằng so sánh nợ với tài sản chứ chưa chứng minh kiểu toán hiện đại. Ngay cả châu Âu thời Phục Hưng vẫn nghi ngờ số âm. Cardano thế kỷ 16 gọi chúng là 'số giả tạo'. Đến thế kỷ 18 vẫn có nhà toán học Anh như Francis Maseres và William Frend cho rằng số âm là vô nghĩa. Nếu quy tắc này hiển nhiên đến mức không cần chứng minh, người ta đã không mất hơn 1000 năm mới chấp nhận được số âm."
