frame_index,filename,timestamp_seconds,timestamp_clock,segment,script_text
70,frame_000070_00-01-09-000.jpg,69.000,00:01:09.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
71,frame_000071_00-01-10-000.jpg,70.000,00:01:10.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
72,frame_000072_00-01-11-000.jpg,71.000,00:01:11.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
73,frame_000073_00-01-12-000.jpg,72.000,00:01:12.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
74,frame_000074_00-01-13-000.jpg,73.000,00:01:13.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
75,frame_000075_00-01-14-000.jpg,74.000,00:01:14.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
76,frame_000076_00-01-15-000.jpg,75.000,00:01:15.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
77,frame_000077_00-01-16-000.jpg,76.000,00:01:16.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
78,frame_000078_00-01-17-000.jpg,77.000,00:01:17.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
79,frame_000079_00-01-18-000.jpg,78.000,00:01:18.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
80,frame_000080_00-01-19-000.jpg,79.000,00:01:19.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
81,frame_000081_00-01-20-000.jpg,80.000,00:01:20.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
82,frame_000082_00-01-21-000.jpg,81.000,00:01:21.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
83,frame_000083_00-01-22-000.jpg,82.000,00:01:22.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
84,frame_000084_00-01-23-000.jpg,83.000,00:01:23.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
85,frame_000085_00-01-24-000.jpg,84.000,00:01:24.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
86,frame_000086_00-01-25-000.jpg,85.000,00:01:25.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
87,frame_000087_00-01-26-000.jpg,86.000,00:01:26.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
88,frame_000088_00-01-27-000.jpg,87.000,00:01:27.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
89,frame_000089_00-01-28-000.jpg,88.000,00:01:28.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
90,frame_000090_00-01-29-000.jpg,89.000,00:01:29.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
91,frame_000091_00-01-30-000.jpg,90.000,00:01:30.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
92,frame_000092_00-01-31-000.jpg,91.000,00:01:31.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
93,frame_000093_00-01-32-000.jpg,92.000,00:01:32.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
94,frame_000094_00-01-33-000.jpg,93.000,00:01:33.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
95,frame_000095_00-01-34-000.jpg,94.000,00:01:34.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
96,frame_000096_00-01-35-000.jpg,95.000,00:01:35.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
97,frame_000097_00-01-36-000.jpg,96.000,00:01:36.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
98,frame_000098_00-01-37-000.jpg,97.000,00:01:37.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
99,frame_000099_00-01-38-000.jpg,98.000,00:01:38.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
100,frame_000100_00-01-39-000.jpg,99.000,00:01:39.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
101,frame_000101_00-01-40-000.jpg,100.000,00:01:40.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
102,frame_000102_00-01-41-000.jpg,101.000,00:01:41.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
103,frame_000103_00-01-42-000.jpg,102.000,00:01:42.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
104,frame_000104_00-01-43-000.jpg,103.000,00:01:43.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
105,frame_000105_00-01-44-000.jpg,104.000,00:01:44.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
106,frame_000106_00-01-45-000.jpg,105.000,00:01:45.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
107,frame_000107_00-01-46-000.jpg,106.000,00:01:46.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
108,frame_000108_00-01-47-000.jpg,107.000,00:01:47.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
109,frame_000109_00-01-48-000.jpg,108.000,00:01:48.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
110,frame_000110_00-01-49-000.jpg,109.000,00:01:49.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
111,frame_000111_00-01-50-000.jpg,110.000,00:01:50.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
112,frame_000112_00-01-51-000.jpg,111.000,00:01:51.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
113,frame_000113_00-01-52-000.jpg,112.000,00:01:52.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
114,frame_000114_00-01-53-000.jpg,113.000,00:01:53.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
115,frame_000115_00-01-54-000.jpg,114.000,00:01:54.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
116,frame_000116_00-01-55-000.jpg,115.000,00:01:55.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
117,frame_000117_00-01-56-000.jpg,116.000,00:01:56.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
118,frame_000118_00-01-57-000.jpg,117.000,00:01:57.000,Góc sinh ra khi hai tia gặp nhau,"Lấy hai tia chung gốc, bạn được một góc. Điểm gốc là đỉnh, hai tia là cạnh. Đơn vị đo là độ. Vòng tròn đầy 360 độ, nửa vòng 180, 1/4 vòng 90. Người Babylon chọn 360 vì chia hết cho nhiều số. Phân loại: góc nhọn (<90), góc vuông (=90), góc tù (90-180), góc bẹt (180). Góc vuông đặc biệt nhất - tiêu chuẩn cho vuông góc, xuất hiện từ Pytago đến hệ tọa độ Descartes."
